gene_id	gene_name	Control1	Control2	Control4	Control5	Treated1	Treated2	Treated4	Treated5
ENSG00000248710	TRIM59-IFT80	6	40	0	24	14	28	0	11
ENSG00000248711	THUMPD3P1	0	0	0	0	0	0	0	0
ENSG00000248712	DRC12	6	6	3	2	4	9	7	4
ENSG00000248713	C4orf54	1	2	0	5	0	1	0	0
ENSG00000248714	ZNF652-AS1	5	3	4	1	8	2	15	4
ENSG00000248715	ENSG00000248715	0	0	0	0	0	0	0	0
ENSG00000248716	ENSG00000248716	0	0	0	0	0	0	0	0
ENSG00000248717	LINC02222	0	0	0	0	0	0	0	0
ENSG00000248719	PRDM8-AS1	5	3	5	2	1	5	6	3
ENSG00000248720	RFPL4AP5	0	0	0	0	0	0	0	0
ENSG00000248722	AK3P4	0	0	0	0	0	0	0	0
ENSG00000248724	NPHP3-AS1	0	0	0	0	0	1	0	4
ENSG00000248725	ENSG00000248725	0	0	0	0	0	0	0	0
ENSG00000248727	LINC01948	3	0	1	2	5	0	0	1
ENSG00000248729	MTCO1P30	0	0	0	0	0	0	0	0
ENSG00000248730	EGFLAM-AS4	0	0	0	0	0	0	0	0
ENSG00000248733	ENSG00000248733	0	0	0	0	0	0	0	0
ENSG00000248734	ENSG00000248734	1	0	3	2	0	1	3	2
ENSG00000248735	R3HDM2P1	0	0	0	0	0	1	0	0
ENSG00000248736	ENSG00000248736	0	0	0	0	0	0	0	0
ENSG00000248738	ENSG00000248738	0	0	0	0	0	0	1	0
ENSG00000248739	ENSG00000248739	0	0	0	0	0	0	0	0
ENSG00000248740	LINC02428	0	0	0	0	0	0	0	0
ENSG00000248744	ENSG00000248744	0	0	0	0	0	0	0	0
ENSG00000248745	NMNAT1P4	0	0	0	0	0	0	0	0
ENSG00000248746	ACTN3	1	0	0	0	0	0	6	0
ENSG00000248747	ENSG00000248747	0	0	0	0	0	0	0	0
ENSG00000248748	MTND5P9	0	0	0	0	0	0	0	0
ENSG00000248749	ENSG00000248749	0	0	0	0	0	0	0	0
ENSG00000248750	ENSG00000248750	0	0	0	0	0	0	0	0
ENSG00000248751	ENSG00000248751	30	32	36	5	8	21	18	28
ENSG00000248752	ENSG00000248752	0	0	0	0	0	0	3	0
ENSG00000248755	ENSG00000248755	0	0	0	0	0	0	0	0
ENSG00000248757	LINC02115	0	0	0	0	0	0	0	0
ENSG00000248758	ENSG00000248758	0	0	0	0	0	0	0	0
ENSG00000248761	TMEM69P2	0	0	0	0	0	0	0	0
ENSG00000248762	ENSG00000248762	0	0	0	0	0	0	0	0
ENSG00000248763	ENSG00000248763	0	0	0	0	0	0	0	0
ENSG00000248764	ENSG00000248764	0	0	2	0	0	0	0	0
ENSG00000248765	MTCYBP37	0	0	0	0	0	0	0	0
ENSG00000248766	ENSG00000248766	0	0	0	0	0	0	0	0
ENSG00000248767	FOXL3	0	0	0	0	0	0	0	0
ENSG00000248769	ENSG00000248769	0	0	0	0	0	0	0	0
ENSG00000248770	ENSG00000248770	0	0	0	0	0	0	0	0
ENSG00000248771	SMIM31	0	0	0	0	0	0	0	0
ENSG00000248772	ENSG00000248772	0	0	0	0	0	0	0	0
ENSG00000248773	ENSG00000248773	0	0	0	0	0	0	0	0
ENSG00000248774	ENSG00000248774	9	2	1	5	3	6	2	3
ENSG00000248775	ENSG00000248775	0	0	0	0	0	0	0	0
ENSG00000248777	ENSG00000248777	0	0	0	0	0	0	0	0
ENSG00000248778	ENSG00000248778	0	0	0	0	0	0	0	0
ENSG00000248779	ENSG00000248779	0	0	0	0	0	0	0	0
ENSG00000248780	ARL4AP2	1	0	0	0	0	0	0	0
ENSG00000248781	PSMC1P4	0	0	0	0	0	0	0	0
ENSG00000248783	ENSG00000248783	0	0	0	0	0	0	0	0
ENSG00000248785	HIGD1AP14	0	0	0	0	0	0	0	0
ENSG00000248789	LINC02118	0	0	0	0	0	0	0	0
ENSG00000248790	ENSG00000248790	0	0	0	0	0	0	0	0
ENSG00000248791	ENSG00000248791	0	0	0	0	0	0	0	0
ENSG00000248792	SEPTIN14P22	0	0	0	0	0	0	0	0
ENSG00000248794	ENSG00000248794	1	0	0	0	3	1	0	0
ENSG00000248795	ENSG00000248795	0	0	0	1	0	0	0	2
ENSG00000248796	MED15P8	0	0	0	0	0	0	0	0
ENSG00000248799	ENSG00000248799	0	0	0	0	0	0	0	0
ENSG00000248801	C8orf34-AS1	15	17	1	25	21	49	1	17
ENSG00000248802	ENSG00000248802	0	0	0	0	0	0	0	0
ENSG00000248803	ENSG00000248803	0	0	0	0	0	0	0	0
ENSG00000248807	KRTAP9-12P	0	0	0	0	0	0	0	0
ENSG00000248809	LINC01095	1	0	0	0	0	0	0	0
ENSG00000248810	LINC02432	1	0	11	1	3	0	10	0
ENSG00000248813	ENSG00000248813	0	0	0	0	0	0	0	0
ENSG00000248816	ENSG00000248816	0	0	0	0	0	0	0	0
ENSG00000248817	PMPCAP1	0	0	0	0	0	0	0	0
ENSG00000248820	DYNLL1P6	0	0	0	0	0	0	0	0
ENSG00000248821	ENSG00000248821	0	0	0	0	0	0	0	0
ENSG00000248822	APOBEC3AP1	0	0	0	0	0	0	0	0
ENSG00000248824	ENSG00000248824	0	0	0	0	0	0	0	0
ENSG00000248826	PCBP2P3	0	0	0	0	0	0	0	0
ENSG00000248827	ENSG00000248827	0	0	0	0	1	2	0	0
ENSG00000248830	ZNF807P	1	0	0	3	1	0	1	0
ENSG00000248831	ENSG00000248831	0	0	0	0	0	0	0	0
ENSG00000248834	MARK2P5	0	0	0	0	0	0	0	0
ENSG00000248837	ENSG00000248837	0	0	0	0	0	0	0	0
ENSG00000248838	PGAM1P13	0	0	0	0	0	0	0	0
ENSG00000248839	ENSG00000248839	0	1	3	5	0	0	1	1
ENSG00000248840	ENSG00000248840	0	0	0	0	0	0	0	0
ENSG00000248842	ENSG00000248842	0	0	0	0	0	0	0	0
ENSG00000248843	RPL7AP29	0	0	0	0	0	0	0	0
ENSG00000248844	LINC02753	0	0	0	0	0	0	0	0
ENSG00000248846	LINC02065	0	1	0	0	0	0	0	0
ENSG00000248847	ENSG00000248847	0	0	0	0	0	0	0	0
ENSG00000248848	PPBPP2	0	0	0	0	0	0	0	0
ENSG00000248850	SF3A2P1	0	0	0	0	0	0	0	0
ENSG00000248851	ENSG00000248851	0	0	0	0	0	0	1	0
ENSG00000248853	ENSG00000248853	0	0	0	0	0	0	0	0
ENSG00000248854	HNRNPH1P3	0	0	0	1	0	0	0	0
ENSG00000248858	FLJ46284	2	0	1	1	1	0	1	0
ENSG00000248859	LINC01574	0	0	0	0	0	0	0	0
ENSG00000248863	ENSG00000248863	0	0	0	0	0	0	0	1
ENSG00000248866	USP46-DT	19	54	25	43	26	16	25	32
ENSG00000248867	ENSG00000248867	0	0	0	0	0	0	0	0
ENSG00000248869	LINC02511	9	18	6	2	4	25	1	0
ENSG00000248870	ENSG00000248870	0	0	0	0	0	0	0	0
ENSG00000248871	TNFSF12-TNFSF13	0	0	12	0	0	0	0	0
ENSG00000248872	LINC02431	0	0	0	0	0	0	0	0
ENSG00000248873	SERBP1P6	0	2	1	0	0	0	0	0
ENSG00000248874	LINC02899	0	0	0	3	0	0	0	0
ENSG00000248876	ENSG00000248876	0	0	0	0	0	0	0	0
ENSG00000248877	PGBD4P4	0	0	0	0	0	0	0	0
ENSG00000248878	ENSG00000248878	0	0	0	0	0	0	0	0
ENSG00000248880	ICE2P1	0	0	0	0	0	0	0	0
ENSG00000248881	ENSG00000248881	2	6	1	15	0	0	0	2
ENSG00000248883	B4GALNT2P1	0	0	0	0	0	0	0	0
ENSG00000248884	ENSG00000248884	0	0	0	0	0	0	0	0
ENSG00000248885	SEPTIN7P10	0	0	0	0	0	0	0	0
ENSG00000248886	UGT2A3P7	0	0	0	0	0	0	0	0
ENSG00000248890	HHIP-AS1	75	52	29	10	13	51	15	17
ENSG00000248891	ENSG00000248891	0	0	0	0	0	0	0	0
ENSG00000248893	FAM138E	0	4	0	0	0	0	0	0
ENSG00000248895	ENSG00000248895	0	0	0	0	0	0	0	0
ENSG00000248896	ENSG00000248896	0	0	3	2	1	0	0	0
ENSG00000248898	PELO-AS1	6	0	3	4	15	6	1	2
ENSG00000248901	LINC01846	2	0	4	0	0	0	0	0
ENSG00000248903	KRTAP5-13P	0	0	0	0	0	0	0	0
ENSG00000248905	FMN1	30	9	181	59	35	15	128	41
ENSG00000248907	MTND2P33	0	0	0	0	0	0	0	0
ENSG00000248908	LINC02239	0	0	0	0	0	0	0	0
ENSG00000248909	HMGB1P21	0	0	0	0	0	0	0	0
ENSG00000248911	ENSG00000248911	0	0	0	0	0	0	0	0
ENSG00000248912	ENSG00000248912	0	0	0	0	0	0	0	0
ENSG00000248913	PHB1P14	0	0	0	0	0	0	0	0
ENSG00000248915	ACTR6P1	0	0	0	0	0	0	0	0
ENSG00000248916	NUP210P3	0	0	0	0	0	0	0	0
ENSG00000248918	ENSG00000248918	0	0	0	0	0	0	0	0
ENSG00000248919	ATP5MF-PTCD1	176	189	214	195	205	128	137	174
ENSG00000248920	USP17L19	0	0	0	0	0	0	0	0
ENSG00000248921	ENSG00000248921	0	0	0	0	0	0	0	0
ENSG00000248923	MTND5P11	2	0	2	2	1	1	2	2
ENSG00000248924	ENSG00000248924	0	0	0	0	0	0	0	0
ENSG00000248925	PDCD6-DT	1	3	2	4	1	0	0	4
ENSG00000248926	ENSG00000248926	0	0	0	0	0	0	0	0
ENSG00000248927	ENSG00000248927	21	16	26	28	27	47	26	34
ENSG00000248928	ENSG00000248928	0	0	0	0	0	0	0	0
ENSG00000248929	HIGD1AP3	0	0	0	0	0	0	0	0
ENSG00000248930	CHP1P1	0	0	0	0	0	0	0	0
ENSG00000248931	MTCYBP40	0	0	0	0	0	0	0	0
ENSG00000248932	COPB2-DT	46	47	28	35	34	45	19	40
ENSG00000248933	USP17L22	0	0	0	0	0	0	0	0
ENSG00000248935	ENSG00000248935	0	0	0	0	0	0	0	0
ENSG00000248936	ENSG00000248936	2	0	0	0	2	0	0	0
ENSG00000248939	ENSG00000248939	0	0	0	0	0	0	0	0
ENSG00000248943	ENSG00000248943	0	0	0	0	0	0	0	0
ENSG00000248944	FAM90A6P	0	0	0	0	0	0	0	0
ENSG00000248946	MTND3P22	0	0	0	0	0	0	0	0
ENSG00000248949	ENSG00000248949	0	0	0	0	0	0	0	0
ENSG00000248950	LDHBP3	0	0	0	0	0	0	0	0
ENSG00000248951	MTCO2P32	0	0	0	0	0	0	0	0
ENSG00000248954	ENSG00000248954	0	0	0	0	1	0	0	0
ENSG00000248955	ENSG00000248955	0	0	0	0	0	0	0	0
ENSG00000248956	HMGB1P44	0	0	0	0	0	0	0	0
ENSG00000248958	ZSWIM5P3	0	0	0	0	0	0	0	0
ENSG00000248962	ENSG00000248962	0	0	0	0	0	0	0	0
ENSG00000248964	ENSG00000248964	0	0	0	0	2	0	0	0
ENSG00000248965	ENSG00000248965	0	0	0	0	0	0	0	0
ENSG00000248966	BCLAF1P1	0	0	0	0	0	0	0	0
ENSG00000248967	ENSG00000248967	0	0	0	0	0	0	0	0
ENSG00000248968	ENSG00000248968	0	2	3	2	0	1	2	3
ENSG00000248969	ENSG00000248969	0	0	0	0	0	0	0	0
ENSG00000248971	KRT8P46	2	3	3	3	6	0	5	3
ENSG00000248973	ENSG00000248973	0	0	0	0	0	0	1	0
ENSG00000248975	ENSG00000248975	0	0	0	0	0	0	0	0
ENSG00000248977	ENSG00000248977	0	0	0	0	0	0	0	0
ENSG00000248978	ENSG00000248978	0	0	0	0	0	0	0	0
ENSG00000248979	LAMTOR3P2	0	0	0	0	0	0	0	0
ENSG00000248980	SPCS3-AS1	0	0	1	0	6	0	1	5
ENSG00000248984	ENSG00000248984	0	0	0	0	0	0	0	0
ENSG00000248987	PRDX4P1	0	0	0	0	0	0	0	0
ENSG00000248988	PSME2P3	0	0	0	0	0	0	0	0
ENSG00000248990	LINC02758	0	0	0	0	0	0	0	0
ENSG00000248993	ENSG00000248993	0	0	0	0	0	1	0	0
ENSG00000248994	ENSG00000248994	2	0	0	15	1	1	2	7
ENSG00000248995	LINC02231	0	0	0	0	0	0	0	0
ENSG00000248996	PDLIM7-AS1	1	1	2	1	2	1	0	1
ENSG00000248998	EFL1P2	0	0	0	0	0	0	0	0
ENSG00000249000	ENSG00000249000	0	0	0	0	0	0	0	0
ENSG00000249001	ENSG00000249001	0	0	0	0	1	0	0	0
ENSG00000249002	ENSG00000249002	0	0	0	0	0	0	0	0
ENSG00000249003	CLUHP4	0	0	0	0	0	0	0	0
ENSG00000249004	PRMT5P1	0	0	0	0	0	0	0	0
ENSG00000249005	FAM90A4P	0	0	0	0	0	0	0	0
ENSG00000249006	ENSG00000249006	0	0	0	1	0	0	1	2
ENSG00000249007	ENSG00000249007	0	0	0	0	0	0	0	0
ENSG00000249012	ENSG00000249012	0	0	0	0	0	0	0	0
ENSG00000249013	FTH1P21	0	0	0	0	0	0	0	0
ENSG00000249014	HMGN2P4	1	0	1	1	1	1	0	0
ENSG00000249016	ENSG00000249016	0	0	0	0	0	0	0	0
ENSG00000249017	ENSG00000249017	0	0	0	0	0	0	0	0
ENSG00000249018	GAPDHP56	0	0	0	0	0	0	0	0
ENSG00000249019	ENSG00000249019	0	0	0	0	0	0	0	0
ENSG00000249020	SNORA58	0	0	0	0	0	0	0	0
ENSG00000249021	ENSG00000249021	0	0	0	0	0	0	0	0
ENSG00000249022	ENSG00000249022	0	0	0	0	0	0	0	0
ENSG00000249023	ENSG00000249023	0	0	0	0	0	0	0	0
ENSG00000249025	ZNF519P4	0	0	0	0	0	0	0	0
ENSG00000249026	CTNNA1P1	0	0	0	0	0	0	0	0
ENSG00000249028	ENSG00000249028	0	0	0	0	0	0	0	0
ENSG00000249031	SUMO2P6	0	0	0	0	0	0	0	0
ENSG00000249035	CLMAT3	17	8	9	11	8	10	10	11
ENSG00000249036	ENSG00000249036	0	0	0	0	0	0	0	0
ENSG00000249038	AARS1P1	0	0	0	0	0	0	0	0
ENSG00000249041	ENSG00000249041	0	0	0	0	0	0	0	0
ENSG00000249042	FAM151B-DT	69	54	40	75	77	78	66	88
ENSG00000249045	MTND3P24	0	0	0	0	0	0	0	0
ENSG00000249047	COX6B1P5	0	0	0	0	0	0	0	0
ENSG00000249048	TRAV31	0	0	0	0	0	0	0	0
ENSG00000249049	ENSG00000249049	0	0	0	0	0	0	0	0
ENSG00000249050	ENSG00000249050	0	0	1	0	0	0	0	0
ENSG00000249051	ENSG00000249051	0	0	0	0	0	0	0	0
ENSG00000249052	ENSG00000249052	0	0	0	0	0	0	0	0
ENSG00000249053	ENSG00000249053	0	0	0	0	0	0	0	0
ENSG00000249054	FAM138D	0	0	0	0	0	0	0	0
ENSG00000249055	TBCAP3	0	0	0	0	0	0	0	0
ENSG00000249056	ENSG00000249056	0	0	0	0	0	0	0	2
ENSG00000249057	MAST4-IT1	0	0	0	0	0	0	0	0
ENSG00000249061	ENSG00000249061	0	0	0	0	0	0	0	0
ENSG00000249064	KRT18P25	0	0	0	0	0	0	0	0
ENSG00000249065	PCNAP1	0	0	0	0	0	0	0	0
ENSG00000249066	LINC02496	0	0	0	0	0	0	0	0
ENSG00000249068	ENSG00000249068	0	0	0	0	0	0	0	0
ENSG00000249071	EGFLAM-AS3	0	0	0	0	0	0	0	0
ENSG00000249072	ENSG00000249072	0	0	0	0	0	0	0	0
ENSG00000249073	WSPAR	0	0	0	0	0	0	0	0
ENSG00000249074	NDUFB2P1	0	0	0	0	0	0	0	0
ENSG00000249077	SPICP5	0	0	1	0	0	0	0	0
ENSG00000249079	ENSG00000249079	0	0	0	0	0	0	0	0
ENSG00000249081	OR5M14P	0	0	0	0	0	0	0	0
ENSG00000249082	EPIST	55	0	7	4	8	0	0	0
ENSG00000249084	ENSG00000249084	0	0	0	0	0	0	0	0
ENSG00000249085	TNPO1-DT	15	1	27	13	6	4	20	10
ENSG00000249086	ENSG00000249086	0	0	0	0	0	0	0	0
ENSG00000249087	ZNF436-AS1	64	86	28	32	14	62	21	35
ENSG00000249089	AIG1P1	0	0	0	0	0	0	0	0
ENSG00000249092	PPIAP77	0	0	0	0	0	0	0	0
ENSG00000249094	ENSG00000249094	0	0	0	0	0	0	0	0
ENSG00000249096	LINC02362	0	0	0	2	1	0	1	0
ENSG00000249098	CSRP2P2	0	0	0	0	0	0	0	0
ENSG00000249099	ENSG00000249099	0	0	0	0	0	0	0	0
ENSG00000249100	ENSG00000249100	0	0	0	0	0	0	0	0
ENSG00000249101	ENSG00000249101	0	0	0	0	0	0	0	0
ENSG00000249102	ENSG00000249102	0	0	3	0	0	0	1	1
ENSG00000249104	USP17L17	0	0	0	0	0	0	0	0
ENSG00000249105	ENSG00000249105	0	0	0	0	0	0	0	0
ENSG00000249106	GPM6A-DT	0	0	0	0	0	0	0	0
ENSG00000249109	ENSG00000249109	0	0	0	0	0	0	0	0
ENSG00000249111	ENSG00000249111	0	0	0	0	0	0	1	0
ENSG00000249112	ENSG00000249112	0	0	0	0	0	0	0	0
ENSG00000249114	ENSG00000249114	0	0	0	0	0	0	0	0
ENSG00000249115	HAUS5	208	325	238	283	278	360	188	169
ENSG00000249116	IRX4-AS1	0	0	0	0	0	0	0	0
ENSG00000249119	MTND6P4	0	1	0	0	0	3	0	0
ENSG00000249127	MTND3P3	0	0	0	0	0	0	0	0
ENSG00000249128	LINC02215	0	0	0	0	0	0	0	0
ENSG00000249129	SUDS3P1	6	10	5	4	16	8	7	9
ENSG00000249131	PSD2-AS1	0	1	1	0	0	0	0	0
ENSG00000249135	ENSG00000249135	0	0	0	0	0	0	0	0
ENSG00000249138	ENSG00000249138	0	0	0	0	0	0	0	0
ENSG00000249139	EPPIN-WFDC6	0	0	0	0	0	0	0	0
ENSG00000249140	PRDX2P3	0	0	0	0	0	0	0	0
ENSG00000249141	ENSG00000249141	0	0	0	0	0	0	12	0
ENSG00000249142	TMEM183AP2	0	0	0	0	0	0	0	0
ENSG00000249145	LINC02517	0	0	0	0	0	0	0	0
ENSG00000249148	ENSG00000249148	0	0	0	0	0	0	0	0
ENSG00000249149	ENSG00000249149	0	0	0	0	0	0	0	0
ENSG00000249150	ENSG00000249150	0	0	0	0	0	0	0	0
ENSG00000249152	LNCPRESS2	0	0	0	0	0	0	1	0
ENSG00000249153	ENSG00000249153	0	0	0	0	0	0	0	0
ENSG00000249156	TAF11L12	0	0	0	0	0	0	0	0
ENSG00000249157	ENSG00000249157	0	0	0	0	0	0	0	0
ENSG00000249158	PCDHA11	25	228	2	0	59	180	0	11
ENSG00000249160	LINC02213	0	0	0	0	0	0	0	0
ENSG00000249162	ADAM20P3	0	0	0	0	0	0	0	0
ENSG00000249163	PRPF39-DT	0	0	0	0	0	0	0	0
ENSG00000249167	SEMA6A-AS2	0	1	0	0	1	0	0	2
ENSG00000249169	ENSG00000249169	0	0	0	0	0	0	0	0
ENSG00000249170	ENSG00000249170	0	0	0	1	0	0	0	0
ENSG00000249171	ENSG00000249171	0	0	0	0	1	0	0	0
ENSG00000249173	LINC01093	0	0	0	0	0	0	0	0
ENSG00000249174	ENSG00000249174	0	0	0	0	0	0	0	0
ENSG00000249175	ENSG00000249175	0	0	0	0	0	0	0	0
ENSG00000249176	ENSG00000249176	0	0	0	0	0	0	0	0
ENSG00000249177	MTND4P29	0	0	0	0	0	0	0	0
ENSG00000249180	ENSG00000249180	0	0	0	0	0	0	0	2
ENSG00000249183	SUMO2P4	0	0	0	0	0	0	0	0
ENSG00000249186	ENSG00000249186	0	0	0	0	0	0	0	0
ENSG00000249188	ENPP7P1	0	0	0	0	0	0	0	0
ENSG00000249189	ENSG00000249189	0	0	0	0	0	0	0	0
ENSG00000249191	UBE2V1P12	0	0	0	0	0	0	0	0
ENSG00000249192	MTND3P25	0	0	0	0	0	0	0	0
ENSG00000249193	HSPD1P5	0	0	0	0	0	0	0	0
ENSG00000249196	TMEM132D-AS1	0	0	0	0	0	0	0	0
ENSG00000249197	OR10J9P	0	0	0	0	0	0	0	3
ENSG00000249198	ENSG00000249198	0	0	0	0	0	0	0	0
ENSG00000249199	ENSG00000249199	9	1	0	3	1	0	0	0
ENSG00000249200	ENSG00000249200	0	0	0	0	0	0	0	0
ENSG00000249201	TERLR1	0	0	0	0	0	0	0	0
ENSG00000249206	GCNT1P2	0	0	0	0	0	0	0	0
ENSG00000249207	ENSG00000249207	0	2	1	0	1	2	0	0
ENSG00000249209	ENSG00000249209	0	9	5	9	5	10	0	0
ENSG00000249210	GAPDHP38	0	1	0	0	0	0	0	0
ENSG00000249212	ATP1B1P1	0	0	1	0	0	3	0	1
ENSG00000249213	ENSG00000249213	0	0	0	0	0	0	0	0
ENSG00000249215	NCOA4P4	0	0	0	0	2	0	0	0
ENSG00000249216	ENSG00000249216	0	0	0	0	0	0	0	0
ENSG00000249219	ENSG00000249219	0	0	0	0	0	0	0	0
ENSG00000249222	ATP5MGL	0	0	0	0	0	0	1	0
ENSG00000249225	ENSG00000249225	0	0	0	0	0	0	0	0
ENSG00000249226	SUCLG2P4	0	0	0	0	0	0	0	0
ENSG00000249228	ENSG00000249228	0	0	0	0	0	0	0	2
ENSG00000249229	NAMPTP2	0	0	0	2	0	0	0	0
ENSG00000249230	CDH12P2	0	0	0	0	0	0	0	0
ENSG00000249231	CASC16	0	0	0	0	0	0	0	0
ENSG00000249234	ENSG00000249234	0	0	0	0	0	0	0	0
ENSG00000249235	ENSG00000249235	0	0	0	0	0	0	0	0
ENSG00000249236	ENSG00000249236	0	0	0	0	0	0	0	0
ENSG00000249237	ENSG00000249237	0	0	0	0	0	0	0	0
ENSG00000249238	BCL9P1	0	0	0	0	0	0	0	0
ENSG00000249239	RACK1P3	0	0	0	0	0	0	0	0
ENSG00000249240	ENSG00000249240	43	37	2	18	12	30	6	0
ENSG00000249241	LINC02265	0	1	1	1	0	0	0	0
ENSG00000249242	TMEM150C	263	593	204	246	261	533	148	186
ENSG00000249244	ENSG00000249244	1	4	0	3	2	1	4	2
ENSG00000249245	NCOA4P3	0	0	0	0	0	0	0	1
ENSG00000249247	MTCYBP17	0	0	0	0	0	0	0	0
ENSG00000249249	TICAM2-AS1	23	28	15	9	11	18	9	4
ENSG00000249252	C1QTNF7-AS1	0	0	0	0	0	0	0	0
ENSG00000249253	ATP5MC2P5	0	0	0	0	0	0	0	0
ENSG00000249255	PGAM1P9	0	0	0	0	0	0	0	0
ENSG00000249256	ATP5MGP3	0	0	0	0	0	0	0	0
ENSG00000249257	ENSG00000249257	0	0	0	0	0	0	0	0
ENSG00000249258	ENSG00000249258	0	0	2	3	0	0	2	1
ENSG00000249259	ENSG00000249259	0	0	0	0	0	0	0	0
ENSG00000249261	ENSG00000249261	2	0	0	0	0	0	0	0
ENSG00000249262	ENSG00000249262	0	0	0	0	0	0	0	0
ENSG00000249263	PARP4P3	0	0	0	0	0	0	0	0
ENSG00000249264	EEF1A1P9	3	0	2	1	4	5	1	0
ENSG00000249266	MTHFD2P6	0	0	0	0	0	0	0	0
ENSG00000249267	LINC00939	0	0	0	1	0	1	0	0
ENSG00000249270	KATNBL1P4	0	0	0	0	0	0	0	0
ENSG00000249271	HNRNPA1P44	0	0	0	0	0	0	0	0
ENSG00000249272	UNC93B8	0	0	0	0	0	0	0	0
ENSG00000249274	PDLIM1P4	3	0	22	13	18	0	7	12
ENSG00000249275	ENSG00000249275	0	0	0	0	0	0	0	0
ENSG00000249276	ENSG00000249276	0	0	0	0	0	0	0	0
ENSG00000249277	SLIRPP2	0	0	0	0	0	0	0	0
ENSG00000249278	ENSG00000249278	0	0	0	0	0	0	0	0
ENSG00000249279	LINC02057	0	1	79	4	1	1	80	0
ENSG00000249282	ENSG00000249282	0	0	0	0	0	0	0	0
ENSG00000249283	ACTR3BP4	0	0	0	0	0	0	0	0
ENSG00000249284	ENSG00000249284	0	0	0	0	0	0	0	0
ENSG00000249285	ENSG00000249285	0	0	0	0	0	0	0	0
ENSG00000249286	AMD1P3	1	1	4	0	4	2	4	1
ENSG00000249287	ENSG00000249287	0	0	0	0	0	0	0	0
ENSG00000249288	SLC25A15P5	0	0	0	0	0	0	0	0
ENSG00000249289	ENSG00000249289	0	0	0	0	0	0	0	0
ENSG00000249290	ENSG00000249290	0	0	0	0	0	0	0	0
ENSG00000249293	ENSG00000249293	0	0	0	0	0	0	0	0
ENSG00000249295	ENSG00000249295	0	0	0	0	0	0	0	0
ENSG00000249297	LINC02174	0	0	0	0	0	0	0	0
ENSG00000249301	ENSG00000249301	0	0	0	0	0	0	0	0
ENSG00000249302	FTH1P24	0	0	0	0	0	0	0	0
ENSG00000249304	ENSG00000249304	0	0	0	0	0	0	0	0
ENSG00000249305	ENSG00000249305	0	0	0	0	0	0	0	0
ENSG00000249306	LINC01411	0	0	0	0	0	0	0	0
ENSG00000249307	LINC01088	4	9	7	3	4	7	3	4
ENSG00000249309	ENSG00000249309	0	0	0	0	0	0	0	0
ENSG00000249310	APOBEC3B-AS1	0	0	0	0	0	0	0	0
ENSG00000249311	TERF1P3	0	0	0	0	0	0	0	0
ENSG00000249312	ARL2BPP4	0	0	0	0	0	0	0	0
ENSG00000249316	ENSG00000249316	0	0	0	0	0	0	0	0
ENSG00000249317	ENSG00000249317	0	0	0	0	0	0	0	0
ENSG00000249318	ENSG00000249318	0	0	0	0	0	0	0	0
ENSG00000249319	ENSG00000249319	6	10	3	2	6	1	0	0
ENSG00000249320	ENSG00000249320	0	0	0	0	0	0	0	0
ENSG00000249321	OR5H5P	0	0	0	0	0	0	0	0
ENSG00000249326	CTD-2194D22.4	0	0	0	0	0	0	0	0
ENSG00000249328	ENSG00000249328	1	1	0	3	2	2	2	3
ENSG00000249330	ENSG00000249330	0	0	0	1	0	0	0	0
ENSG00000249332	LINC02149	0	0	0	0	0	0	0	0
ENSG00000249333	ENSG00000249333	0	0	0	0	0	0	0	0
ENSG00000249334	ENSG00000249334	0	0	0	0	0	0	0	0
ENSG00000249337	SNX18P25	0	0	2	0	0	0	0	0
ENSG00000249338	HMGB1P47	0	0	0	0	0	0	0	0
ENSG00000249341	ENSG00000249341	2	0	0	0	0	0	0	1
ENSG00000249343	LINC01333	0	0	0	0	0	0	0	0
ENSG00000249345	LINC02405	5	6	5	1	2	3	4	1
ENSG00000249346	LINC01016	7	2	3	1	0	5	0	0
ENSG00000249347	VPS51P7	0	0	0	0	0	0	0	0
ENSG00000249348	UGDH-AS1	48	59	13	43	44	54	16	32
ENSG00000249349	ENSG00000249349	0	0	0	0	0	0	0	0
ENSG00000249351	ENSG00000249351	0	0	0	0	0	0	0	0
ENSG00000249352	LINC02198	2	1	0	2	2	1	0	0
ENSG00000249353	NPM1P27	198	230	215	165	237	100	182	162
ENSG00000249359	ENSG00000249359	0	0	0	0	0	0	0	0
ENSG00000249360	TOMM40P3	0	0	0	0	0	0	0	0
ENSG00000249362	LINC02488	0	0	0	0	0	0	0	0
ENSG00000249363	TRPC6P2	2	1	0	0	0	0	0	0
ENSG00000249364	LINC02997	0	0	0	0	0	0	0	0
ENSG00000249367	FABP5P12	0	0	0	0	0	0	0	0
ENSG00000249368	ENSG00000249368	0	0	0	0	0	0	0	0
ENSG00000249372	ATP6V1G1P6	0	0	0	0	0	0	0	0
ENSG00000249373	ENSG00000249373	0	0	0	0	0	0	0	0
ENSG00000249375	CASC11	8	3	8	10	6	2	1	3
ENSG00000249378	LINC01060	0	0	6	1	0	0	15	4
ENSG00000249379	GCLC-AS1	1	0	3	0	3	0	7	0
ENSG00000249380	ENSG00000249380	0	0	0	0	0	0	0	0
ENSG00000249382	LINC02619	0	0	0	0	0	0	0	0
ENSG00000249383	LINC02071	0	0	0	0	0	0	0	0
ENSG00000249386	MTCO2P9	0	0	0	0	0	0	0	0
